ProductionDate,BatchID,Product,MachineID,OperatorID,Shift,ProductionTime_min,Temperature_C,Humidity_pct,Pressure_kPa,Speed_units_per_min,QualityScore,DefectCount,QualityLabel
2024-05-23,B1025,B,M4,O3,Afternoon,30.0,21.21,43.74,102.44,62.15,86.09,2,Pass
2024-12-11,B1026,C,M1,O6,Morning,25.4,21.82,46.02,100.87,49.54,97.7,0,Pass
2024-04-21,B1026,A,M4,O3,Morning,26.8,22.66,62.43,100.69,52.95,66.73,0,Fail
2024-02-29,B1026,C,M2,O7,Night,35.6,17.9,48.77,100.35,,86.35,0,Pass
2024-01-02,B1026,A,M2,O7,Morning,34.6,18.24,55.88,101.32,71.23,91.68,0,Pass
2024-10-30,B1026,C,M2,O12,Morning,40.8,13.83,49.08,102.24,46.58,94.29,0,Pass
2024-09-10,B1026,A,M2,O9,Morning,28.1,24.83,65.56,102.9,73.96,67.2,0,Fail
2024-05-19,B1026,B,M4,O5,Night,26.2,22.05,54.9,101.53,59.03,86.2,1,Pass
2024-02-06,B1026,A,M2,O8,Night,32.5,25.14,55.48,101.41,69.6,81.42,1,Pass
2024-06-08,B1026,A,M3,O10,Afternoon,26.6,18.59,55.66,100.87,58.04,38.71,1,Pass
2024-01-09,B1026,B,M3,O10,Night,26.8,22.07,44.45,101.0,74.23,83.48,1,Pass
2024-08-20,B1027,B,M4,O8,Morning,28.8,22.64,45.37,101.8,46.08,85.02,2,Pass
2024-04-08,B1027,A,M5,O1,Afternoon,39.9,20.31,,101.05,56.93,86.38,0,Pass
2024-05-26,B1027,A,M4,O12,Morning,34.2,17.34,51.26,101.17,74.6,90.63,0,Pass
2024-10-30,B1027,B,M2,O5,Morning,34.9,27.24,38.22,101.28,31.29,94.99,0,Pass
2024-07-26,B1027,B,M1,O3,Afternoon,39.6,26.2,68.73,100.83,59.45,68.16,0,Fail
2024-05-10,B1027,C,M2,O1,Night,35.4,20.85,59.78,101.24,55.28,69.2,6,Fail
2024-05-31,B1027,B,M3,O4,Morning,23.2,23.53,50.38,99.68,68.22,83.96,2,Pass
2024-02-23,B1027,C,M1,O8,Morning,35.3,20.55,47.26,101.74,72.84,95.1,1,Pass
2024-04-29,B1027,B,M3,O3,Morning,36.1,19.01,51.99,103.18,68.76,73.36,1,Pass
2024-06-09,B1027,A,M3,O10,Morning,33.9,,55.18,100.86,62.89,82.96,0,Pass
2024-04-25,B1028,A,M2,O2,Night,28.8,17.03,29.67,101.6,60.49,89.53,0,Pass
2024-03-15,B1028,B,M4,O11,Afternoon,33.3,21.14,71.12,101.98,55.89,71.32,1,Pass
2024-04-22,B1028,B,M1,O9,Afternoon,29.9,22.25,42.1,102.32,62.52,80.04,2,Pass
2024-04-13,B1028,A,M1,O10,Night,24.1,26.95,49.98,101.09,77.52,79.14,0,Pass
2024-12-05,B1028,A,M4,O5,Morning,25.6,24.69,50.35,99.86,50.03,83.38,2,Pass
2024-09-10,B1028,C,M3,O7,Afternoon,34.2,16.98,69.97,101.51,55.18,85.98,2,Pass
2024-08-14,B1028,B,M4,O11,Afternoon,24.6,21.99,49.12,101.4,59.09,82.69,3,Pass
2024-04-21,B1028,A,M3,O11,Afternoon,25.1,22.06,65.89,101.02,72.01,79.47,3,Pass
2024-04-08,B1028,A,M2,O2,Night,34.5,21.31,54.07,101.19,62.68,77.21,1,Pass
2024-06-01,B1028,A,M5,O9,Night,30.8,23.86,40.38,101.41,71.8,90.12,0,Pass
2024-12-14,B1029,A,M4,O9,Morning,33.5,17.77,51.35,101.59,72.41,87.95,0,Pass
2024-12-03,B1029,A,M4,O4,Night,22.6,20.77,48.81,101.56,,74.91,1,Pass
2024-07-12,B1029,A,M2,O4,Morning,33.3,23.44,39.16,101.13,47.23,96.51,0,Pass
2024-11-05,B1029,B,M3,O6,Morning,26.0,24.04,53.58,101.61,79.93,84.35,0,Pass
2024-06-11,B1029,A,M2,O10,Morning,23.9,22.45,50.22,101.07,76.95,71.93,1,Pass
2024-07-26,B1029,C,M1,O10,Morning,27.0,21.13,55.56,101.81,60.76,88.79,0,Pass
2024-06-17,B1029,C,M5,O10,Afternoon,38.2,21.64,51.93,100.8,43.42,91.76,0,Pass
2024-06-09,B1029,A,M1,O6,Afternoon,27.8,24.22,43.49,101.36,41.27,79.1,1,Pass
2024-03-08,B1029,B,M5,O12,Night,43.2,22.1,57.68,100.0,63.05,72.11,0,Pass
2024-10-15,B1029,A,M3,O1,Afternoon,17.6,18.87,43.76,101.0,51.58,94.07,0,Pass
2024-10-03,B1030,C,M1,O9,Afternoon,20.7,18.3,19.0,101.75,39.39,100.0,1,Pass
2024-10-30,B1030,A,M3,O2,Morning,37.9,17.53,51.29,100.47,41.05,83.48,1,Pass
2024-05-14,B1030,B,M5,O5,Morning,39.5,26.37,44.46,101.04,54.36,82.97,1,Pass
2024-07-13,B1030,B,M4,O9,Afternoon,24.8,24.42,53.82,99.38,62.34,79.93,0,Pass
2024-05-07,B1030,A,M5,O4,Afternoon,30.4,21.68,69.99,100.21,76.87,68.78,1,Fail
2024-02-02,B1030,A,M4,O11,Night,34.3,20.64,70.28,100.41,65.81,73.85,0,Pass
2024-06-24,B1030,B,M4,O3,Morning,28.6,20.28,48.35,101.38,55.42,86.95,2,Pass
2024-01-22,B1030,B,M5,O7,Morning,30.9,25.28,41.73,101.57,64.56,81.72,3,Pass
2024-08-25,B1030,A,M2,O6,Afternoon,30.1,27.71,55.85,101.26,63.49,73.67,1,Pass
2024-06-06,B1030,B,M3,O8,Morning,21.1,20.18,46.3,100.99,68.87,94.72,0,Pass
2024-02-07,B1031,A,M2,O3,Morning,27.9,25.42,53.92,101.0,59.52,84.24,0,Pass
2024-08-17,B1031,B,M5,O5,Afternoon,30.1,22.08,43.39,101.87,72.43,81.99,0,Pass
2024-12-30,B1031,A,M5,O10,Morning,30.6,21.36,52.51,101.47,69.89,89.07,0,Pass
2024-02-20,B1031,C,M1,O4,Afternoon,19.6,26.51,41.88,101.03,60.99,87.17,0,Pass
2024-09-20,B1031,A,M4,O4,Morning,34.5,21.97,61.84,102.33,58.57,79.49,1,Pass
2024-10-09,B1031,A,M5,O4,Morning,30.8,22.89,44.1,102.86,71.04,82.12,1,Pass
2024-01-27,B1031,A,M1,O10,Morning,23.7,22.74,56.61,100.3,51.44,84.4,0,Pass
2024-08-13,B1031,A,M3,O8,Night,40.8,17.12,37.35,101.72,41.92,96.85,0,Pass
2024-10-03,B1031,B,M5,O6,Morning,27.9,22.87,57.81,103.77,41.85,96.37,1,Pass
2024-10-12,B1031,A,M1,O3,Night,28.3,20.31,40.34,101.52,50.44,94.89,0,Pass
2024-04-06,B1032,C,M4,O10,Morning,33.9,17.74,52.61,101.39,67.92,83.69,1,Pass
2024-10-10,B1032,A,M2,O5,Night,41.3,,60.23,101.26,54.93,67.34,2,Fail
2024-11-12,B1032,A,M5,O6,Morning,34.1,20.42,48.0,101.69,62.45,88.03,0,Pass
2024-10-30,B1032,A,M5,O5,Afternoon,35.0,25.09,39.71,101.9,54.06,82.83,0,Pass
2024-05-26,B1032,A,M5,O6,Afternoon,24.0,18.81,54.97,100.3,54.15,95.89,0,Pass
2024-01-04,B1032,A,M3,O8,Night,30.5,19.63,41.59,101.28,47.69,98.56,0,Pass
2024-02-04,B1032,A,M5,O7,Morning,26.8,22.71,45.96,99.48,58.9,100.0,0,Pass
2024-07-10,B1032,A,M5,O5,Morning,34.2,18.02,52.65,101.13,57.9,90.7,1,Pass
2024-02-18,B1032,A,M2,O10,Morning,34.8,20.02,63.61,100.58,64.95,74.67,0,Pass
2024-01-17,B1032,B,M5,O6,Night,39.8,17.01,50.27,101.57,63.45,96.66,0,Pass
2024-06-20,B1033,B,M1,O4,Afternoon,17.0,24.76,50.23,99.97,,91.07,0,Pass
2024-08-07,B1033,A,M3,O12,Night,26.2,21.1,57.38,100.89,41.93,78.56,1,Pass
2024-06-06,B1033,A,M2,O9,Morning,37.8,21.95,50.5,102.07,72.85,76.98,2,Pass
2024-02-15,B1033,C,M1,O4,Morning,21.6,24.75,56.36,100.76,58.98,81.17,0,Pass
2024-01-06,B1033,B,M1,O1,Morning,34.8,19.83,60.79,99.78,60.96,84.88,1,Pass
2024-04-08,B1033,B,M4,O7,Night,36.8,21.06,46.72,101.51,79.21,85.79,2,Pass
2024-08-20,B1033,A,M2,O7,Afternoon,29.8,18.83,17.25,100.83,70.9,100.0,0,Pass
2024-02-06,B1033,B,M4,O4,Night,21.5,18.82,41.82,101.15,65.36,89.66,1,Pass
2024-10-06,B1033,B,M1,O3,Morning,29.3,19.24,62.09,100.72,59.97,83.76,0,Pass
2024-12-14,B1033,B,M2,O8,Afternoon,38.8,20.52,49.66,102.88,59.86,87.73,2,Pass
2024-10-28,B1034,C,M3,O5,Afternoon,39.2,,46.61,100.05,62.88,88.54,0,Pass
2024-06-29,B1034,A,M4,O10,Morning,31.2,22.87,61.67,103.57,64.88,78.37,3,Pass
2024-04-04,B1034,A,M2,O7,Night,24.1,19.33,48.99,100.99,80.54,93.48,1,Pass
2024-04-08,B1034,B,M4,O4,Night,40.4,22.96,29.07,101.45,89.68,91.36,1,Pass
2024-07-06,B1034,C,M5,O4,Night,34.9,23.46,34.95,100.84,63.48,88.25,0,Pass
2024-04-25,B1034,A,M4,O8,Afternoon,24.5,20.6,54.19,100.81,34.16,87.22,1,Pass
2024-07-09,B1034,A,M2,O8,Morning,32.1,19.59,49.33,100.67,48.58,79.11,0,Pass
2024-09-09,B1034,A,M1,O2,Morning,31.8,22.26,64.55,101.78,81.74,80.44,3,Pass
2024-06-09,B1034,A,M5,O2,Night,26.2,21.39,42.67,100.17,68.62,88.52,0,Pass
2024-09-12,B1034,B,M1,O3,Morning,32.1,22.66,46.9,101.59,65.11,91.8,1,Pass
2024-11-18,B1035,B,M5,O12,Afternoon,36.6,26.71,41.15,99.55,58.0,79.52,1,Pass
2024-05-07,B1035,A,M3,O12,Afternoon,28.2,22.21,44.79,101.52,45.73,82.65,1,Pass
2024-01-18,B1035,A,M5,O3,Afternoon,37.2,20.08,31.08,101.98,80.13,94.19,0,Pass
2024-10-07,B1035,A,M4,O1,Night,19.5,19.33,46.14,100.28,50.12,80.56,2,Pass
2024-08-10,B1035,A,M5,O3,Morning,43.3,19.44,49.48,101.84,68.75,72.0,3,Pass
2024-02-23,B1035,B,M2,O6,Morning,30.3,17.61,48.64,101.34,44.39,93.23,0,Pass
2024-02-27,B1035,C,M4,O8,Morning,36.4,24.8,71.5,102.58,57.42,72.34,0,Pass
2024-11-18,B1035,C,M3,O12,Afternoon,31.3,15.3,68.33,100.62,71.92,81.53,0,Pass
2024-12-25,B1035,A,M3,O10,Morning,25.1,23.46,42.49,103.55,57.0,95.9,0,Pass
2024-06-22,B1035,C,M4,O6,Morning,29.8,19.4,29.56,99.39,55.58,88.13,1,Pass
2024-10-06,B1036,B,M5,O5,Night,18.5,20.46,49.01,101.04,60.13,100.0,0,Pass
2024-04-23,B1036,B,M5,O4,Night,34.1,19.31,53.77,99.94,43.97,84.51,0,Pass
2024-10-14,B1036,A,M4,O3,Morning,31.2,26.34,41.4,102.78,41.71,79.79,2,Pass
2024-12-07,B1036,A,M3,O4,Morning,28.9,22.05,41.89,101.09,68.57,88.89,1,Pass
2024-05-30,B1036,A,M3,O7,Night,34.5,24.37,65.83,101.16,54.93,77.15,2,Pass
2024-05-06,B1036,A,M4,O1,Morning,30.2,25.9,47.42,101.65,68.48,74.39,2,Pass
2024-06-03,B1036,A,M2,O7,Morning,33.6,22.49,56.62,101.3,73.42,82.07,1,Pass
2024-09-29,B1036,A,M1,O1,Morning,35.8,18.41,40.7,100.82,74.38,92.12,0,Pass
2024-04-13,B1036,A,M2,O2,Afternoon,26.7,21.34,49.43,100.29,40.55,88.24,0,Pass
2024-10-25,B1036,B,M2,O4,Morning,25.0,19.77,46.64,101.43,51.63,88.56,0,Pass
2024-09-02,B1037,A,M2,O1,Night,19.7,20.49,43.25,101.6,66.45,92.41,0,Pass
2024-06-24,B1037,A,M2,O11,Afternoon,30.7,21.72,61.55,101.86,66.64,75.42,1,Pass
2024-02-08,B1037,C,M1,O12,Afternoon,32.7,21.6,36.11,102.83,86.99,91.18,0,Pass
2024-06-18,B1037,C,M1,O11,Morning,22.1,23.24,53.0,99.56,49.11,81.17,3,Pass
2024-09-03,B1037,B,M5,O11,Afternoon,38.5,23.67,46.45,101.25,74.02,84.4,4,Pass
2024-01-26,B1037,C,M3,O9,Afternoon,25.1,21.6,54.15,102.25,64.47,88.83,0,Pass
2024-12-20,B1037,B,M2,O12,Night,17.4,23.21,46.58,101.2,40.32,84.62,1,Pass
2024-11-01,B1037,C,M4,O6,Night,39.0,20.35,58.67,99.43,53.43,20.46,1,Pass
2024-01-13,B1037,A,M2,O1,Afternoon,18.2,25.94,40.6,100.27,63.15,77.76,1,Pass
2024-11-11,B1037,A,M5,O1,Night,35.8,20.3,61.58,101.56,39.55,77.66,5,Pass
2024-11-08,B1038,A,M4,O6,Night,34.3,25.59,49.71,101.53,35.11,25.93,0,Pass
2024-02-05,B1038,A,M1,O4,Night,31.9,17.57,36.71,101.84,38.87,96.57,0,Pass
2024-06-21,B1038,A,M3,O4,Morning,26.9,20.86,56.8,100.68,63.11,81.54,3,Pass
2024-01-20,B1038,B,M5,O11,Morning,33.0,21.01,48.01,101.51,54.18,76.75,1,Pass
2024-11-16,B1038,B,M5,O6,Morning,36.3,22.84,32.92,100.54,52.56,88.91,0,Pass
2024-09-20,B1038,B,M3,O12,Afternoon,24.1,24.59,53.32,101.51,52.97,83.96,0,Pass
2024-05-21,B1038,A,M4,O11,Afternoon,35.9,18.25,60.07,101.34,42.91,87.25,0,Pass
2024-05-22,B1038,C,M1,O7,Afternoon,35.6,18.68,62.82,100.64,54.52,90.14,1,Pass
2024-04-01,B1038,B,M5,O9,Night,31.8,17.79,46.22,102.55,38.16,83.41,0,Pass
2024-12-19,B1038,A,M2,O10,Night,26.8,25.96,51.45,99.94,74.25,71.42,2,Pass
2024-11-17,B1039,B,M5,O5,Night,35.6,22.89,50.51,101.19,80.31,80.38,0,Pass
2024-10-14,B1039,A,M4,O9,Morning,33.0,18.75,64.9,100.63,32.09,78.7,0,Pass
2024-08-02,B1039,A,M4,O4,Afternoon,23.9,20.67,41.9,102.77,54.37,86.17,0,Pass
2024-12-07,B1039,C,M3,O10,Morning,27.8,25.55,45.35,101.78,55.15,95.04,0,Pass
2024-02-20,B1039,A,M2,O2,Morning,34.9,21.17,41.65,100.78,57.91,84.16,1,Pass
2024-06-01,B1039,A,M1,O3,Morning,30.7,20.99,35.51,101.08,72.02,85.89,0,Pass
2024-07-04,B1039,C,M2,O11,Morning,36.5,19.66,52.48,102.79,54.41,86.57,1,Pass
2024-03-03,B1039,B,M1,O1,Afternoon,28.0,18.93,66.01,100.54,58.94,75.45,2,Pass
2024-07-08,B1039,A,M4,O6,Night,24.0,25.55,48.02,99.89,95.75,64.44,1,Fail
2024-05-04,B1039,A,M2,O6,Morning,43.2,27.02,41.18,101.53,58.66,83.37,0,Pass
2024-05-29,B1040,A,M1,O1,Afternoon,19.9,19.04,51.87,101.55,81.19,97.32,0,Pass
2024-11-09,B1040,B,M5,O11,Afternoon,27.0,26.21,55.89,101.83,66.02,78.38,3,Pass
2024-02-27,B1040,A,M5,O3,Morning,31.7,20.54,,101.84,,72.7,3,Pass
2024-12-07,B1040,A,M5,O5,Afternoon,35.9,23.6,64.04,102.72,51.35,80.99,1,Pass
2024-10-31,B1040,C,M5,O3,Morning,33.9,26.23,41.88,99.93,59.91,81.29,1,Pass
2024-06-28,B1040,B,M1,O10,Afternoon,43.9,21.56,47.13,100.34,46.48,84.13,0,Pass
2024-06-18,B1040,A,M2,O3,Afternoon,29.3,21.02,52.96,101.83,49.63,83.65,1,Pass
2024-11-21,B1040,B,M4,O10,Morning,24.8,24.4,53.93,100.42,54.92,87.04,1,Pass
2024-09-27,B1040,B,M4,O3,Morning,28.7,18.67,50.47,100.13,63.52,82.65,1,Pass
2024-02-23,B1040,A,M1,O5,Afternoon,28.1,25.44,37.22,102.79,81.91,86.79,0,Pass
2024-04-10,B1041,A,M5,O5,Night,29.6,22.43,73.38,100.0,54.18,68.21,1,Fail
2024-09-20,B1041,C,M2,O4,Morning,24.1,20.27,47.64,101.02,65.54,85.96,0,Pass
2024-02-22,B1041,A,M2,O1,Afternoon,34.7,20.19,51.1,101.25,40.47,76.96,1,Pass
2024-02-29,B1041,B,M3,O5,Afternoon,32.2,17.85,56.17,102.35,72.72,93.17,0,Pass
2024-04-17,B1041,A,M3,O10,Night,22.4,20.39,43.63,99.8,39.34,83.48,0,Pass
2024-01-05,B1041,A,M3,O5,Night,35.8,21.21,50.57,101.63,69.58,99.4,0,Pass
2024-04-12,B1041,A,M1,O4,Afternoon,25.1,18.82,43.23,100.59,59.03,97.95,0,Pass
2024-07-14,B1041,A,M5,O6,Afternoon,22.9,21.86,54.16,101.8,58.55,83.28,1,Pass
2024-09-18,B1041,A,M2,O10,Night,30.5,23.42,47.24,100.57,56.4,91.77,0,Pass
2024-12-30,B1041,A,M1,O4,Morning,19.5,21.36,52.69,102.56,44.38,89.25,1,Pass
2024-12-15,B1042,C,M5,O7,Morning,33.5,23.99,39.53,100.58,45.02,86.87,0,Pass
2024-02-16,B1042,C,M5,O7,Morning,13.0,19.58,41.71,99.33,70.04,92.29,0,Pass
2024-12-20,B1042,B,M5,O2,Night,23.8,25.01,,100.67,60.14,82.42,0,Pass
2024-11-06,B1042,C,M5,O3,Night,39.5,22.37,42.89,101.09,56.31,76.6,0,Pass
2024-11-03,B1042,A,M4,O1,Morning,25.9,26.64,24.26,102.17,65.32,83.99,0,Pass
2024-05-23,B1042,C,M3,O8,Afternoon,26.9,29.24,46.93,100.29,61.22,77.47,1,Pass
2024-09-25,B1042,A,M1,O9,Afternoon,37.6,20.59,44.66,100.31,50.48,100.0,0,Pass
2024-05-03,B1042,C,M3,O4,Morning,25.2,20.71,51.51,102.07,89.53,89.64,0,Pass
2024-04-15,B1042,C,M2,O6,Night,34.6,21.26,50.45,100.2,68.89,84.37,0,Pass
2024-06-06,B1042,B,M2,O9,Morning,37.0,23.79,62.57,101.16,61.52,70.8,0,Pass
2024-05-26,B1043,C,M4,O6,Morning,32.9,25.98,75.94,101.17,53.84,79.35,1,Pass
2024-05-24,B1043,B,M3,O12,Afternoon,21.3,20.04,61.38,101.47,71.43,79.23,1,Pass
2024-04-29,B1043,A,M1,O12,Afternoon,26.4,23.14,45.47,100.7,50.55,84.06,1,Pass
2024-11-14,B1043,A,M2,O12,Morning,46.3,21.59,45.07,100.56,49.54,84.14,0,Pass
2024-10-01,B1043,B,M4,O9,Afternoon,27.1,23.85,58.69,101.57,80.32,78.84,2,Pass
2024-04-01,B1043,A,M1,O4,Afternoon,47.9,26.53,33.17,100.58,60.37,89.81,0,Pass
2024-02-27,B1043,B,M5,O8,Morning,40.3,21.28,46.85,100.21,50.84,83.6,3,Pass
2024-12-11,B1043,C,M3,O9,Morning,33.1,16.99,,102.28,60.07,95.18,0,Pass
2024-08-16,B1043,A,M3,O4,Afternoon,31.8,24.23,55.84,101.69,70.2,77.6,3,Pass
2024-04-26,B1043,B,M3,O5,Morning,27.2,19.5,56.14,102.71,67.46,93.31,1,Pass
2024-11-13,B1044,C,M5,O8,Night,29.5,21.57,42.55,101.93,71.69,94.56,0,Pass
2024-10-05,B1044,C,M2,O12,Night,25.9,24.36,45.86,100.29,45.01,86.3,0,Pass
2024-05-06,B1044,C,M4,O10,Night,29.6,22.89,54.45,101.38,71.39,76.5,2,Pass
2024-05-08,B1044,B,M3,O6,Morning,21.8,21.69,42.01,100.49,57.85,92.98,0,Pass
2024-02-27,B1044,C,M2,O12,Night,21.5,20.27,62.06,99.98,61.07,71.16,1,Pass
2024-05-01,B1044,B,M5,O7,Afternoon,37.8,13.3,56.09,100.94,74.51,94.75,0,Pass
2024-01-01,B1044,A,M4,O3,Morning,20.3,24.09,51.72,102.09,68.43,89.01,0,Pass
2024-08-26,B1044,A,M4,O7,Morning,35.3,21.24,53.91,101.52,64.21,80.72,0,Pass
2024-10-16,B1044,B,M5,O12,Morning,18.6,26.54,45.33,100.19,36.19,87.17,2,Pass
2024-04-05,B1044,A,M5,O8,Afternoon,33.8,23.19,43.74,100.91,59.45,84.63,0,Pass
2024-05-05,B1045,B,M4,O10,Afternoon,28.8,20.38,45.75,101.19,50.58,84.9,0,Pass
2024-04-27,B1045,B,M5,O6,Morning,37.9,25.2,55.0,99.95,68.53,84.45,1,Pass
2024-02-17,B1045,A,M4,O10,Afternoon,28.0,25.45,52.01,101.87,71.89,62.55,0,Fail
2024-03-29,B1045,B,M4,O9,Morning,17.9,21.34,45.77,101.12,56.38,84.42,2,Pass
2024-08-24,B1045,B,M4,O6,Afternoon,28.9,25.58,57.5,100.19,52.0,79.89,2,Pass
2024-09-28,B1045,A,M4,O12,Morning,31.0,20.33,48.26,100.14,78.68,92.43,1,Pass
2024-07-07,B1045,A,M1,O9,Night,29.2,22.48,43.07,102.18,52.76,91.81,2,Pass
2024-07-10,B1045,A,M5,O4,Night,33.5,23.71,52.54,101.0,45.67,72.06,2,Pass
2024-03-09,B1045,A,M5,O8,Afternoon,26.6,24.35,39.87,102.25,50.01,81.21,0,Pass
2024-10-04,B1045,C,M1,O11,Morning,22.4,23.86,33.13,102.56,53.34,97.24,0,Pass
2024-12-14,B1046,A,M5,O4,Morning,24.0,21.0,49.95,102.12,49.66,87.35,0,Pass
2024-09-03,B1046,B,M1,O2,Night,26.9,25.28,43.43,100.87,70.14,84.62,1,Pass
2024-03-16,B1046,A,M2,O10,Morning,26.9,21.63,47.46,99.3,33.63,86.31,1,Pass
2024-06-02,B1046,A,M4,O11,Morning,44.4,20.29,40.33,101.55,49.41,79.04,2,Pass
2024-05-23,B1046,C,M1,O9,Morning,37.5,20.34,62.09,102.97,59.43,81.19,1,Pass
2024-03-26,B1046,B,M5,O5,Afternoon,34.1,27.82,43.39,101.27,62.52,85.76,0,Pass
2024-07-03,B1046,A,M5,O4,Afternoon,32.7,19.77,,99.71,80.3,38.1,0,Pass
2024-10-11,B1046,A,M3,O2,Night,31.8,25.87,53.78,100.76,78.54,73.05,0,Pass
2024-08-07,B1046,A,M1,O1,Morning,31.8,18.59,36.23,101.15,40.79,91.44,1,Pass
2024-03-09,B1046,A,M2,O11,Morning,31.0,23.46,35.49,100.42,,84.86,1,Pass
2024-02-16,B1047,B,M4,O7,Night,30.2,22.89,53.81,99.25,60.3,87.96,1,Pass
2024-04-03,B1047,A,M5,O6,Night,17.4,26.86,45.55,101.22,51.92,87.7,1,Pass
2024-08-25,B1047,A,M4,O2,Morning,27.8,20.04,40.99,100.67,45.7,22.92,1,Pass
2024-07-22,B1047,A,M2,O8,Afternoon,28.6,19.21,56.03,102.72,60.19,86.83,1,Pass
2024-08-05,B1047,C,M4,O11,Morning,25.5,21.65,41.88,101.38,62.77,85.99,0,Pass
2024-12-06,B1047,C,M3,O4,Night,26.7,26.99,47.25,101.68,49.93,86.62,0,Pass
2024-02-08,B1047,A,M4,O8,Morning,31.8,19.35,41.04,101.2,52.51,89.72,0,Pass
2024-04-09,B1047,B,M1,O7,Night,34.6,14.23,53.03,101.37,50.86,93.79,0,Pass
2024-10-15,B1047,A,M4,O5,Afternoon,31.8,22.18,63.32,99.98,55.06,76.44,1,Pass
2024-09-10,B1047,A,M3,O10,Afternoon,34.5,24.85,31.39,100.47,66.5,82.76,0,Pass
2024-08-09,B1048,B,M5,O10,Morning,34.6,18.96,51.13,102.17,47.07,75.94,0,Pass
2024-12-22,B1048,C,M2,O12,Afternoon,28.2,24.54,58.57,101.47,52.31,78.14,2,Pass
2024-01-23,B1048,C,M4,O8,Afternoon,33.2,18.89,45.79,100.98,55.21,89.73,1,Pass
2024-09-06,B1048,B,M5,O9,Morning,19.5,21.56,38.69,101.69,59.92,91.57,0,Pass
2024-01-10,B1048,A,M1,O5,Afternoon,27.7,24.26,54.21,101.7,63.31,85.6,1,Pass
2024-09-02,B1048,B,M5,O10,Night,27.0,18.44,60.02,102.89,84.51,80.26,1,Pass
2024-11-20,B1048,A,M4,O5,Afternoon,39.2,22.54,58.91,101.43,66.87,69.09,0,Fail
2024-04-09,B1048,B,M1,O2,Afternoon,32.0,25.64,53.66,100.45,67.15,84.78,0,Pass
2024-10-16,B1048,A,M2,O5,Morning,22.0,23.42,50.98,101.21,,86.19,2,Pass
2024-06-28,B1048,B,M4,O3,Afternoon,33.6,19.84,41.01,101.79,48.24,90.04,0,Pass
2024-08-10,B1049,A,M1,O7,Morning,35.5,,58.65,102.1,53.66,78.72,3,Pass
2024-09-06,B1049,A,M3,O10,Afternoon,29.5,23.98,58.1,100.01,51.48,78.74,1,Pass
2024-05-26,B1049,C,M2,O5,Night,34.1,16.42,38.62,101.5,64.71,39.24,0,Pass
2024-04-05,B1049,A,M4,O8,Afternoon,15.0,24.59,53.64,100.58,40.18,84.03,0,Pass
2024-09-13,B1049,B,M1,O1,Morning,13.8,20.29,56.53,100.85,67.11,91.89,1,Pass
2024-11-20,B1049,A,M5,O3,Morning,22.9,,58.82,101.98,58.59,77.51,1,Pass
2024-01-04,B1049,A,M5,O3,Afternoon,30.9,25.02,49.25,101.9,68.8,78.77,0,Pass
2024-01-16,B1049,A,M5,O9,Afternoon,39.2,20.35,41.42,100.76,51.31,88.51,1,Pass
2024-10-06,B1049,A,M4,O5,Night,23.2,17.06,44.98,101.17,49.18,93.28,0,Pass
2024-12-01,B1049,C,M1,O12,Night,24.9,26.52,39.93,100.87,55.12,91.11,1,Pass
2024-09-03,B1050,A,M4,O9,Afternoon,30.5,25.49,49.49,103.61,54.83,80.81,4,Pass
2024-09-14,B1050,C,M1,O9,Morning,27.0,21.74,47.53,101.52,69.68,80.86,1,Pass
2024-06-08,B1050,B,M1,O1,Morning,26.7,24.56,71.45,100.63,69.56,79.79,0,Pass
2024-12-05,B1050,A,M2,O2,Morning,27.5,20.89,58.95,102.36,82.86,78.49,0,Pass
2024-05-31,B1050,B,M3,O5,Morning,37.9,22.29,59.7,102.39,54.05,86.94,0,Pass
2024-06-26,B1050,B,M4,O4,Afternoon,36.7,21.57,54.71,102.73,19.83,74.17,2,Pass
2024-06-11,B1050,B,M4,O10,Afternoon,30.1,21.01,46.33,102.97,55.09,84.53,0,Pass
2024-02-02,B1050,A,M3,O9,Afternoon,39.9,23.08,47.25,101.87,62.77,90.18,0,Pass
2024-06-27,B1050,A,M2,O7,Morning,33.1,18.38,48.16,101.02,68.57,90.72,1,Pass
2024-04-10,B1050,C,M5,O6,Morning,36.9,21.25,51.88,101.14,63.64,94.08,0,Pass
2024-09-24,B1051,C,M3,O7,Morning,24.8,22.94,53.89,101.07,54.04,85.83,0,Pass
2024-11-18,B1051,C,M3,O1,Morning,26.1,27.51,50.01,100.98,80.57,72.72,0,Pass
2024-03-05,B1051,A,M1,O1,Night,26.0,18.5,47.09,102.29,47.6,93.42,0,Pass
2024-06-16,B1051,B,M4,O8,Morning,29.5,23.56,44.06,101.3,56.7,84.24,1,Pass
2024-11-25,B1051,A,M4,O2,Afternoon,30.4,23.89,36.07,102.08,47.04,95.27,0,Pass
2024-02-12,B1051,A,M2,O12,Morning,31.9,16.37,62.83,101.84,60.23,76.69,0,Pass
2024-02-13,B1051,A,M1,O10,Night,41.8,23.23,72.06,100.42,79.07,74.07,3,Pass
2024-10-11,B1051,B,M4,O11,Afternoon,34.3,24.64,61.99,99.93,58.31,76.68,4,Pass
2024-01-12,B1051,A,M4,O9,Morning,26.9,23.77,37.41,100.31,58.38,93.08,0,Pass
2024-04-04,B1051,A,M2,O7,Afternoon,30.0,21.75,57.87,100.96,39.65,76.4,2,Pass
